Loss,Win,Team,Date,Img_Link
96,54,Philadelphia Athletics,"9, 29, 1917",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
66,88,Cleveland Indians,"9, 30, 1917",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
79,72,Washington Senators,"10, 2, 1917",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
97,54,Philadelphia Athletics,"10, 2, 1917",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
79,73,Washington Senators,"10, 3, 1917",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
98,55,Philadelphia Athletics,"10, 3, 1917",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
79,74,Washington Senators,"10, 4, 1917",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
2,11,Boston Red Sox,"4, 30, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
22,31,New York Yankees,"6, 19, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
44,38,St. Louis Browns,"7, 17, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
46,40,St. Louis Browns,"7, 23, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
50,41,St. Louis Browns,"7, 29, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
51,41,Detroit Tigers,"7, 29, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
62,42,Philadelphia Athletics,"8, 10, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
60,48,Detroit Tigers,"8, 15, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
68,44,Philadelphia Athletics,"8, 17, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
68,46,Philadelphia Athletics,"8, 21, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
62,57,Chicago White Sox,"8, 25, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
72,49,Philadelphia Athletics,"8, 27, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
74,50,Philadelphia Athletics,"8, 30, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
71,55,Detroit Tigers,"9, 2, 1918",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
26,7,Philadelphia Athletics,"6, 8, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
26,8,Philadelphia Athletics,"6, 9, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
26,9,Philadelphia Athletics,"6, 10, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
29,9,Philadelphia Athletics,"6, 13, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
32,10,Philadelphia Athletics,"6, 18, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
33,11,Philadelphia Athletics,"6, 20, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
33,12,Philadelphia Athletics,"6, 21, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
35,13,Philadelphia Athletics,"6, 24, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
43,15,Philadelphia Athletics,"7, 4, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
55,19,Philadelphia Athletics,"7, 18, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
46,35,Washington Senators,"7, 20, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
60,20,Philadelphia Athletics,"7, 25, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
30,55,Chicago White Sox,"7, 26, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
61,21,Philadelphia Athletics,"7, 26, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
61,22,Philadelphia Athletics,"7, 27, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
62,23,Philadelphia Athletics,"7, 29, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
48,38,Boston Red Sox,"7, 30, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
62,24,Philadelphia Athletics,"7, 30, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
63,24,Philadelphia Athletics,"8, 1, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
64,24,Philadelphia Athletics,"8, 2, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
64,25,Philadelphia Athletics,"8, 4, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
65,26,Philadelphia Athletics,"8, 7, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
66,27,Philadelphia Athletics,"8, 8, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
67,27,Philadelphia Athletics,"8, 9, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
68,27,Philadelphia Athletics,"8, 11, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
69,27,Philadelphia Athletics,"8, 12, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
70,27,Philadelphia Athletics,"8, 14, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
71,27,Philadelphia Athletics,"8, 15, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
71,28,Philadelphia Athletics,"8, 16, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
73,28,Philadelphia Athletics,"8, 18, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
39,67,Chicago White Sox,"8, 19, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
74,28,Philadelphia Athletics,"8, 19, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
75,28,Philadelphia Athletics,"8, 20, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
76,28,Philadelphia Athletics,"8, 21, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
77,28,Philadelphia Athletics,"8, 22, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
78,28,Philadelphia Athletics,"8, 23, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
79,28,Philadelphia Athletics,"8, 24, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
80,28,Philadelphia Athletics,"8, 25, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
80,29,Philadelphia Athletics,"8, 27, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
70,43,Washington Senators,"8, 28, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
81,30,Philadelphia Athletics,"8, 28, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
82,30,Philadelphia Athletics,"8, 29, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
41,75,Chicago White Sox,"8, 30, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
83,30,Philadelphia Athletics,"8, 30, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
84,30,Philadelphia Athletics,"8, 31, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
50,68,Detroit Tigers,"9, 1, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
85,30,Philadelphia Athletics,"9, 1, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
85,31,Philadelphia Athletics,"9, 2, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
75,45,Washington Senators,"9, 3, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
86,31,Philadelphia Athletics,"9, 3, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
87,32,Philadelphia Athletics,"9, 4, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
88,32,Philadelphia Athletics,"9, 5, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
44,78,Chicago White Sox,"9, 6, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
90,32,Philadelphia Athletics,"9, 6, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
44,79,Chicago White Sox,"9, 7, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
77,47,Washington Senators,"9, 7, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
90,34,Philadelphia Athletics,"9, 10, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
45,81,Chicago White Sox,"9, 11, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
91,34,Philadelphia Athletics,"9, 11, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
92,34,Philadelphia Athletics,"9, 12, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
79,50,Washington Senators,"9, 13, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
96,34,Philadelphia Athletics,"9, 16, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
81,53,Washington Senators,"9, 19, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
98,35,Philadelphia Athletics,"9, 19, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
83,53,Washington Senators,"9, 20, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
99,36,Philadelphia Athletics,"9, 20, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
84,53,Washington Senators,"9, 21, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
49,88,Chicago White Sox,"9, 25, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
50,88,Chicago White Sox,"9, 26, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
101,36,Philadelphia Athletics,"9, 26, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
51,88,Chicago White Sox,"9, 27, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
84,55,Washington Senators,"9, 27, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
103,36,Philadelphia Athletics,"9, 27, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
52,88,Chicago White Sox,"9, 28, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
84,56,Washington Senators,"9, 28, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
104,36,Philadelphia Athletics,"9, 29, 1919",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
8,21,Cleveland Indians,"5, 22, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
47,16,Philadelphia Athletics,"6, 27, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
42,21,Detroit Tigers,"6, 29, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
44,21,Detroit Tigers,"7, 2, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
51,17,Philadelphia Athletics,"7, 2, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
53,17,Philadelphia Athletics,"7, 3, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
55,17,Philadelphia Athletics,"7, 5, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
57,20,Philadelphia Athletics,"7, 8, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
57,21,Philadelphia Athletics,"7, 9, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
27,51,New York Yankees,"7, 10, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
58,21,Philadelphia Athletics,"7, 10, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
59,21,Philadelphia Athletics,"7, 12, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
26,52,Cleveland Indians,"7, 13, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
50,24,Detroit Tigers,"7, 13, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
60,21,Philadelphia Athletics,"7, 13, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
26,53,Cleveland Indians,"7, 14, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
26,54,Cleveland Indians,"7, 15, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
62,21,Philadelphia Athletics,"7, 15, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
27,54,Cleveland Indians,"7, 16, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
62,22,Philadelphia Athletics,"7, 16, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
27,56,Cleveland Indians,"7, 17, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
28,57,Cleveland Indians,"7, 19, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
64,27,Philadelphia Athletics,"7, 23, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
33,62,New York Yankees,"7, 25, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
55,31,Detroit Tigers,"7, 25, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
56,31,Detroit Tigers,"7, 26, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
57,31,Detroit Tigers,"7, 27, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
50,40,Boston Red Sox,"7, 29, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
68,28,Philadelphia Athletics,"7, 29, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
32,64,Cleveland Indians,"7, 30, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
69,28,Philadelphia Athletics,"7, 30, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
32,65,Cleveland Indians,"7, 31, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
33,65,Cleveland Indians,"8, 1, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
70,29,Philadelphia Athletics,"8, 1, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
33,66,Cleveland Indians,"8, 2, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
33,67,Cleveland Indians,"8, 3, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
71,30,Philadelphia Athletics,"8, 3, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
54,44,Boston Red Sox,"8, 5, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
41,68,Chicago White Sox,"8, 10, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
41,69,Chicago White Sox,"8, 11, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
41,70,Chicago White Sox,"8, 12, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
65,40,Detroit Tigers,"8, 12, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
42,72,New York Yankees,"8, 14, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
40,69,Cleveland Indians,"8, 14, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
59,46,Washington Senators,"8, 14, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
40,70,Cleveland Indians,"8, 15, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
67,41,Detroit Tigers,"8, 15, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
40,71,Cleveland Indians,"8, 16, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
41,71,Cleveland Indians,"8, 18, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
41,72,Cleveland Indians,"8, 19, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
44,76,Chicago White Sox,"8, 24, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
44,77,Chicago White Sox,"8, 26, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
45,77,Chicago White Sox,"8, 27, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
64,51,Washington Senators,"8, 27, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
83,41,Philadelphia Athletics,"9, 1, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
83,42,Philadelphia Athletics,"9, 2, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
67,53,Washington Senators,"9, 3, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
84,42,Philadelphia Athletics,"9, 3, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
84,43,Philadelphia Athletics,"9, 4, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
49,81,Cleveland Indians,"9, 6, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
86,43,Philadelphia Athletics,"9, 6, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
87,44,Philadelphia Athletics,"9, 8, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
52,84,Chicago White Sox,"9, 10, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
81,52,Detroit Tigers,"9, 10, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
90,44,Philadelphia Athletics,"9, 11, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
82,53,Detroit Tigers,"9, 12, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
84,54,Detroit Tigers,"9, 16, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
94,46,Philadelphia Athletics,"9, 17, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
85,55,Detroit Tigers,"9, 18, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
52,89,Cleveland Indians,"9, 19, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
55,89,Chicago White Sox,"9, 19, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
85,57,Detroit Tigers,"9, 19, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
52,90,Cleveland Indians,"9, 20, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
55,90,Chicago White Sox,"9, 20, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
86,57,Detroit Tigers,"9, 20, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
52,91,Cleveland Indians,"9, 21, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
55,91,Chicago White Sox,"9, 21, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
53,92,Cleveland Indians,"9, 24, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
88,59,Detroit Tigers,"9, 24, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
100,47,Philadelphia Athletics,"9, 25, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
54,93,Cleveland Indians,"9, 26, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
56,94,Chicago White Sox,"9, 26, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
54,94,Cleveland Indians,"9, 27, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/NYY-2022.png'
56,95,Chicago White Sox,"9, 27, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
59,93,New York Yankees,"9, 27, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
80,71,Boston Red Sox,"9, 27, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
91,59,Detroit Tigers,"9, 27, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BOS-2022.png'
101,47,Philadelphia Athletics,"9, 27, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
81,72,Boston Red Sox,"9, 28, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
54,96,Cleveland Indians,"9, 29, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
103,47,Philadelphia Athletics,"9, 29, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
55,97,Cleveland Indians,"10, 1, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
57,95,Chicago White Sox,"10, 1, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
83,66,Washington Senators,"10, 1, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
92,60,Detroit Tigers,"10, 1, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
104,47,Philadelphia Athletics,"10, 1, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
55,98,Cleveland Indians,"10, 2, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
93,60,Detroit Tigers,"10, 2, 1920",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-2021.png'
